x1,x2,k
0.88414317,0.299248071,46
0.878517129,0.294349389,46
0.87600402,0.294821315,46
0.883064172,0.292971668,46
0.394303164,0.832090993,102
0.394632099,0.803089269,102
0.497724202,0.826251719,102
0.445165167,0.837804129,102
0.424485513,0.759093553,102
0.461790613,0.808148885,102
0.503028137,0.809066641,102
0.43215004,0.797639281,102
0.393672611,0.735322166,102
0.4270248,0.800604588,102
0.439985295,0.80989523,102
0.414069996,0.823641988,102
0.503675763,0.82741305,102
0.446373918,0.746309134,102
0.438827762,0.783371664,102
0.427572266,0.817978872,102
0.442336782,0.760490847,102
0.433131154,0.796993372,102
0.420057979,0.784875521,102
0.419711971,0.804430018,102
0.454027064,0.788508484,102
0.429436611,0.827291262,102
0.454063486,0.78185802,102
0.393114901,0.803615565,102
0.441889476,0.801072165,102
0.39868517,0.799383451,102
0.429749611,0.768785442,102
0.445375731,0.746437445,102
0.448391918,0.809546179,102
0.435944743,0.785963997,102
0.432371986,0.725018078,102
0.458964503,0.805148782,102
0.438546631,0.83895676,102
0.436048318,0.871882867,102
0.529045872,0.832572705,102
0.498774746,0.783009564,102
0.466778133,0.799026788,102
0.484538347,0.809821288,102
0.515101987,0.824805493,102
0.461183961,0.765939748,102
0.909776199,0.796252861,136
0.887267483,0.731265121,136
0.858406566,0.707134896,136
0.901732657,0.720852295,136
0.902838971,0.742788171,136
0.914628275,0.739497736,136
0.878375994,0.718883035,136
0.959149458,0.690464152,136
0.904426737,0.647929885,136
0.89035879,0.7308704,136
0.892619222,0.75752119,136
0.929237998,0.773599308,136
0.919278893,0.737033714,136
0.800658553,0.829608486,610
0.883329369,0.73923785,136
0.911634853,0.743399283,136
0.911396972,0.795617827,136
0.895029894,0.726658946,136
0.900767477,0.740475297,136
0.924283485,0.738243977,136
0.932242802,0.727508196,136
0.962976031,0.729898275,136
0.953967309,0.711301766,136
0.945519712,0.727084115,136
0.871805261,0.722265899,136
0.860632853,0.750386838,136
0.883311158,0.746187346,136
0.91099747,0.733239818,136
0.8999514,0.769690149,136
0.901457216,0.759251225,136
0.854236262,0.770121842,136
0.954039015,0.747882584,136
0.88920581,0.74803808,136
0.898296481,0.814545988,136
0.846481818,0.72698625,136
0.901153321,0.736120309,136
0.876790505,0.762081695,136
0.89321563,0.782630065,136
0.888298678,0.736083337,136
0.943678131,0.120841421,164
0.983382522,0.07868774,164
0.906377583,0.113662486,164
0.919802457,0.112258668,164
0.960607471,0.167281585,164
0.882750033,0.127948588,164
0.947574133,0.107681852,164
0.930686905,0.115686115,164
0.943717967,0.096993916,164
0.942262231,0.164940438,164
0.971952884,0.131567415,164
0.889242232,0.115272907,164
0.926193357,0.154186172,164
0.902258497,0.089772573,164
0.928723539,0.06918397,164
0.913552692,0.132941874,164
0.955405973,0.097015664,164
0.930930476,0.12604131,164
0.983255045,0.082067342,164
0.894807949,0.096847119,164
0.975038499,0.104275066,164
0.915040297,0.083486383,164
0.938681506,0.08446612,164
0.86540298,0.105931157,164
0.950548206,0.112320649,164
0.952538889,0.139439017,164
0.938272898,0.117100806,164
0.914802417,0.104979693,164
0.916436848,0.112054239,164
0.970765758,0.112214085,164
0.947710715,0.093023863,164
0.923140749,0.090112925,164
0.92643579,0.131752271,164
0.910096029,0.143255748,164
0.932109634,0.081072382,164
0.934062757,0.10376943,164
1,0.130523523,164
0.929407587,0.14418329,164
0.922070856,0.108487606,164
0.971919876,0.109467343,164
0.86428756,0.12365993,164
0.373311647,0.547884759,233
0.431456886,0.61263436,233
0.394784616,0.587888673,233
0.365918008,0.588761846,233
0.349733039,0.560811626,233
0.366650998,0.573925525,233
0.348248848,0.551667781,233
0.304732681,0.566454082,233
0.319310534,0.548123984,233
0.389317921,0.548289267,233
0.37040245,0.543672218,233
0.367523984,0.545089084,233
0.333032474,0.561918587,233
0.337458869,0.532790727,233
0.362255333,0.527098251,233
0.343534492,0.534023825,233
0.301823484,0.568677791,233
0.403521312,0.60404617,233
0.349545239,0.566990165,233
0.406290512,0.563705166,233
0.403525865,0.568775656,233
0.347083348,0.530432182,233
0.363782775,0.559551344,233
0.278696734,0.553066162,233
0.349127525,0.557186275,233
0.35773333,0.55386213,233
0.340231484,0.545696934,233
0.339739789,0.562288299,233
0.419463847,0.584036058,233
0.323873511,0.528777178,233
0.364881122,0.55071088,233
0.402062161,0.596193055,233
0.363030436,0.526878599,233
0.32378018,0.565076362,233
0.339523534,0.53889206,233
0.350330585,0.554899498,233
0.347296188,0.556836136,233
0.38220086,0.549335334,233
0.285215111,0.553584846,233
0.348559572,0.553669662,233
0.424474131,0.551079504,233
0.161866757,0.334681694,276
0.163828986,0.315253334,276
0.193731341,0.295257358,276
0.189706724,0.298596726,276
0.110961503,0.336753168,276
0.165791214,0.305482066,276
0.151461484,0.325388877,276
0.161874725,0.33368456,276
0.149498118,0.305118879,276
0.123800212,0.325008291,276
0.141361245,0.265318306,276
0.124100693,0.308072224,276
0.154796362,0.315655668,276
0.188816665,0.330953041,276
0.171475302,0.281978176,276
0.155284643,0.351843938,276
0.108459776,0.357430937,276
0.175870966,0.326166359,276
0.190305409,0.238194501,276
0.142426584,0.40614048,276
0.157112565,0.317518363,276
0.162751126,0.392028359,276
0.056688364,0.335958288,276
0.153440785,0.325734666,276
0.162548529,0.372057392,276
0.199005683,0.316598433,276
0.152249107,0.339006236,276
0.133653466,0.315694814,276
0.134495722,0.347847787,276
0.157365242,0.295816275,276
0.2151474,0.387367814,276
0.144402471,0.356545803,276
0.107057534,0.291125283,276
0.149191947,0.289812806,276
0.166940779,0.347057256,276
0.189403967,0.309123728,276
0.154210197,0.305915934,276
0.156189498,0.323832825,276
0.157242318,0.39002974,276
0.152210409,0.27662714,276
0.168042541,0.335485274,276
0.157108012,0.315058692,276
0.653395827,0.357608182,305
0.605143679,0.369753217,305
0.662512677,0.372889244,305
0.676168601,0.38261158,305
0.66541163,0.372970798,305
0.776925152,0.416203168,305
0.683711343,0.368221088,305
0.618345468,0.320173765,305
0.575202625,0.354114404,305
0.682672182,0.311919403,305
0.637370204,0.421771681,305
0.662282763,0.360694188,305
0.646797778,0.393737733,305
0.662074476,0.374800872,305
0.69085572,0.392158846,305
0.645106437,0.406759203,305
0.652442029,0.348979758,305
0.74932648,0.461084017,305
0.621756604,0.374427898,305
0.617039972,0.416457616,305
0.661863912,0.388013723,305
0.746416145,0.422054402,305
0.739931914,0.346989838,305
0.607775159,0.374423548,305
0.663939959,0.376786442,305
0.681046856,0.312007481,305
0.709496889,0.392277371,305
0.651158159,0.337822071,305
0.663379972,0.343764646,305
0.684173445,0.363841089,305
0.717436856,0.401583237,305
0.725064962,0.366989077,305
0.653373064,0.409972435,305
0.686118601,0.42959,305
0.65052419,0.382671386,305
0.658276358,0.373472084,305
0.678171804,0.374583394,305
0.652020902,0.370980878,305
0.686779886,0.331837088,305
0.667924739,0.354373202,305
0.680689466,0.395650448,305
0.654050283,0.401173292,305
0.213800929,0.879562,354
0.243145575,0.878940014,354
0.242639083,0.86787258,354
0.245958026,0.848041886,354
0.224320021,0.874171818,354
0.249478427,0.897091781,354
0.241407569,0.861358039,354
0.30167552,0.924346072,354
0.33398058,0.886560429,354
0.23970257,0.870645419,354
0.239166486,0.858631957,354
0.265518847,0.836788508,354
0.299948896,0.881729164,354
0.248141062,0.863227259,354
0.252104217,0.760975822,354
0.282361685,0.820799556,354
0.260960422,0.818837909,354
0.150153712,0.878897606,354
0.265146661,0.779216754,354
0.241767235,0.788785768,354
0.267708712,0.977700936,354
0.25521601,0.942187933,354
0.224551072,0.860868714,354
0.232932655,0.881271374,354
0.232604858,0.90867355,354
0.266641095,0.828739663,354
0.364265365,0.91270341,354
0.256376957,0.816025923,354
0.225661939,0.877751499,354
0.26153179,0.89011945,354
0.237656116,0.87468724,354
0.242178119,0.863711146,354
0.224077588,0.855177326,354
0.24512829,0.878490923,354
0.238065862,0.841833988,354
0.11642706,0.860677334,354
0.20106238,0.869360127,354
0.223852227,0.854616234,354
0.243455161,0.830133694,354
0.303847174,0.840720503,354
0.234941549,0.904019529,354
0.252463883,0.838185802,354
0.298696894,0.134471828,406
0.349280042,0.141861717,406
0.314219439,0.043819559,406
0.373271811,0.124831047,406
0.291516094,0.107666629,406
0.388517778,0.040612852,406
0.324357239,0.107850397,406
0.315186895,0.125473693,406
0.320661558,0.063177239,406
0.296327196,0.080788574,406
0.354401868,0.110822228,406
0.326540275,0.142461955,406
0.334647556,0.16521446,406
0.265865993,0.109567383,406
0.347716178,0.114711815,406
0.401493069,0.094176494,406
0.308151784,0.09025646,406
0.317196927,0.098404258,406
0.368381036,0.189054353,406
0.350794964,0.087780478,406
0.313881399,0.169821723,406
0.271332688,0.157214547,406
0.307792118,0.146221055,406
0.340930328,0.121286162,406
0.353091818,0.073901059,406
0.318197391,0.127345088,406
0.330000353,0.116587559,406
0.302630456,0.135657081,406
0.386083203,0.104658914,406
0.377979337,0.192606849,406
0.398108111,0.115131547,406
0.350815452,0.110238301,406
0.336591573,0.116673463,406
0.326003053,0.131419531,406
0.315169823,0.161743518,406
0.392348903,0.06328489,406
0.325945005,0.140152343,406
0.436711879,0.06459628,406
0.343778063,0.245444116,406
0.355123476,0.154949518,406
0.343839525,0,406
0.332912964,0.121314435,406
0.277280834,0.151208904,406
0.114800596,0.550819619,430
0.115162538,0.5691943,430
0,0.559617674,430
0.117795157,0.545250018,430
0.124229308,0.528508593,430
0.136421529,0.568731073,430
0.171863423,0.579731089,430
0.106891359,0.574671473,430
0.122024646,0.608066244,430
0.139743886,0.571549582,430
0.142609832,0.559865599,430
0.132789585,0.574871552,430
0.108731802,0.541950883,430
0.106986967,0.510113251,430
0.042935694,0.59664867,430
0.108537173,0.516321149,430
0.178865527,0.557689736,430
0.159657543,0.50265812,430
0.098016943,0.527421205,430
0.099471541,0.587206881,430
0.137426544,0.558294323,430
0.110617772,0.584334002,430
0.119026671,0.55653058,430
0.258744379,0.540945049,233
0.096766079,0.543355788,430
0.092738048,0.603718867,430
0.146186004,0.481034323,430
0.111900505,0.576495022,430
0.131826682,0.552948724,430
0.115243349,0.551169758,430
0.158177905,0.53928787,430
0.165973323,0.551090378,430
0.037715985,0.529539437,430
0.214413272,0.588219239,430
0.055578635,0.560844248,430
0.125119367,0.544274631,430
0.150935644,0.536043104,430
0.098508638,0.546416785,430
0.169351452,0.564551153,430
0.0857257,0.52174504,430
0.140135421,0.547828214,430
0.183998734,0.550482528,430
0.093633799,0.532185052,430
0.087264524,0.51636247,430
0.54117094,0.137743779,467
0.488023465,0.134497926,467
0.600089006,0.151852637,467
0.493848688,0.068471731,467
0.591805307,0.185171291,467
0.539123348,0.166083283,467
0.544702724,0.099348111,467
0.541584101,0.104726332,467
0.538261743,0.107765581,467
0.558718314,0.145256542,467
0.515410435,0.0788378,467
0.548981155,0.095917402,467
0.585849193,0.109233555,467
0.460735517,0.004403921,467
0.538995872,0.118852588,467
0.542853175,0.133895513,467
0.519567081,0.133439897,467
0.618238479,0.176605936,467
0.516187814,0.128429214,467
0.458390859,0.07845069,467
0.547322822,0.141572472,467
0.571469383,0.132846184,467
0.549847313,0.182733367,467
0.63971031,0.173410103,467
0.602404071,0.183490189,467
0.570809237,0.105103655,467
0.517170066,0.157739755,467
0.53879669,0.117034476,467
0.523109107,0.070760682,467
0.541763934,0.141786687,467
0.517286161,0.134316332,467
0.542067829,0.134776297,467
0.511629389,0.120706585,467
0.521871902,0.111286543,467
0.549492199,0.169478108,467
0.549033512,0.126020649,467
0.50222458,0.149700696,467
0.555570099,0.134932881,467
0.517905333,0.104200036,467
0.56206685,0.14531961,467
0.479652126,0.105814807,467
0.554105257,0.135450478,467
0.533068212,0.153507642,467
0.451659642,0.43507696,522
0.419323851,0.384734161,522
0.475579705,0.367256575,522
0.432815877,0.39944652,522
0.438643376,0.359035922,522
0.436100675,0.414812398,522
0.434452585,0.388628097,522
0.410219521,0.385323525,522
0.364886813,0.33559945,522
0.45711837,0.390563648,522
0.433389522,0.383609802,522
0.383592858,0.391562957,522
0.444135111,0.360003697,522
0.420545122,0.374514889,522
0.419858797,0.375853464,522
0.396788957,0.302852762,522
0.41316514,0.38711989,522
0.436356766,0.417205739,522
0.478049563,0.402063862,522
0.41745723,0.382002642,522
0.409670917,0.390097158,522
0.467894691,0.412122201,522
0.384006019,0.377032192,522
0.403174166,0.403851528,522
0.436369286,0.424272673,522
0.411926797,0.422577436,522
0.482798065,0.368090601,522
0.416929113,0.387066608,522
0.429265883,0.447030615,522
0.385571021,0.32849337,522
0.385172657,0.322276773,522
0.41040846,0.352471361,522
0.391681928,0.409323264,522
0.407103175,0.386434836,522
0.421342988,0.407681308,522
0.386647742,0.395255726,522
0.478669873,0.356173917,522
0.42508875,0.395398174,522
0.419782539,0.384598237,522
0.442496127,0.381026168,522
0.4296062,0.413661942,522
0.378574607,0.418720471,522
0.397120168,0.383564131,522
0.387644791,0.393680101,522
0.944148201,0.594807723,546
0.984857608,0.601826812,546
0.921118197,0.520449961,546
0.965042972,0.542742501,546
0.976519276,0.51207055,546
0.944874362,0.525083321,546
0.909460922,0.535974599,546
0.946987968,0.539101926,546
0.920294152,0.530265812,546
0.910737964,0.546911546,546
0.994690374,0.522697592,546
0.93064593,0.545485981,546
0.951474687,0.54046986,546
0.912432719,0.493235903,546
0.953770403,0.535110125,546
0.934734285,0.581970021,546
0.896889686,0.564750145,546
0.953656585,0.528260669,546
0.95943059,0.552353923,546
0.953932025,0.555682417,546
0.916772613,0.567144574,546
0.958512076,0.576005698,546
0.964790295,0.586830645,546
0.927517064,0.611900374,546
0.945765559,0.574728017,546
0.935024522,0.516261343,546
0.881001784,0.541922611,546
0.946813826,0.478755158,546
0.945005253,0.596932479,546
0.925098424,0.549435374,546
0.985034026,0.551178457,546
0.928627931,0.571515873,546
0.95413576,0.560508245,546
0.919254991,0.511103862,546
0.888684522,0.54774666,546
0.955042892,0.570124017,546
0.939544249,0.535438516,546
0.959950739,0.447354657,546
0.990743154,0.503513894,546
0.98906661,0.586242368,546
0.890522688,0.47558216,546
0.956523669,0.548818825,546
0.933794146,0.486170057,546
0.91805876,0.495478097,546
0.74291054,0.899761318,610
0.670211349,0.902197067,610
0.769869553,0.892433411,610
0.730059311,0.905365716,610
0.71991582,0.848544259,610
0.80209494,0.920843596,610
0.736136072,0.899142595,610
0.707193206,0.835999065,610
0.738156348,0.840155062,610
0.738916654,0.865402035,610
0.724482212,0.874874271,610
0.728684385,0.880110044,610
0.731987393,0.88564811,610
0.738396504,0.877962452,610
0.736645978,0.921121967,610
0.76569242,0.886375573,610
0.720539544,0.856893224,610
0.724655216,0.879617457,610
0.709196408,0.79461743,610
0.757255066,0.858163293,610
0.738665116,0.856742077,610
0.714656274,0.862305154,610
0.699504776,0.923632746,610
0.771961534,0.903052842,610
0.765113084,0.849823028,610
0.719540219,0.816274935,610
0.731430822,0.8799241,610
0.731247574,0.879492407,610
0.728589916,0.884599868,610
0.729548266,0.903425816,610
0.730222071,0.883794114,610
0.731023352,1,610
0.711355542,0.907776455,610
0.765687867,0.863814448,610
0.714437743,0.858888581,610
0.68010444,0.87274299,610
0.76989004,0.972383609,610
0.66316827,0.84786138,610
0.796580442,0.900223458,610
0.741424072,0.877588391,610
0.65296787,0.950616277,610
0.648510744,0.842163467,610
0.69865683,0.829974936,610
